ID;USD;EUR;JPY;GBP;CAD;CHF;INR;CNY;TRY;SAR;IDR;AED;THB;VND;EGP;KRW;RUB;ZAR;AUD
28853;226;137,1;0;110,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28856;226;137,1;0;110,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28857;226,8;137,3;43.164,90;111,5;263,7;359,6;1.792,90;0;0;735,6;138.160,50;851,3;4.454,60;0;0;107.470,00;0;194,6;193,6
28858;218,6;134;43.717,90;108;264,4;365,9;1.802,20;0;0;739,4;138.877,00;855,7;4.477,70;0;0;108.027,40;0;192,2;193
28859;223,2;136,8;43.674,90;110,7;264,1;366,4;1.811,70;0;0;743,4;139.616,30;860,3;4.501,50;0;0;108.602,50;0;193;194,6
28860;225,5;138,4;44.582,50;111,6;268,4;373,7;1.843,60;0;0;756,4;142.069,10;875,4;4.580,60;0;0;110.510,40;0;196,4;197,9
28863;223,1;136,4;44.436,20;110,2;269,5;372,6;1.841,30;0;0;750,9;141.870,90;869,7;4.574,20;0;0;110.356,30;0;197,2;197,9
28864;224;137,3;44.045,60;111;266,3;372,8;1.822,50;0;0;743,3;140.446,70;860,9;4.528,30;0;0;109.248,40;0;195;195,9
28865;220,7;135,5;43.366,40;109,9;261,8;365,9;1.803,50;0;0;735,6;138.981,00;852;4.481,00;0;0;108.108,30;0;192;192,7
28866;220,7;135,9;43.770,60;110,2;262,5;370,9;1.814,60;0;0;740,1;139.833,80;857,2;4.508,50;0;0;108.771,70;0;192,4;193,8
28867;217,6;134,1;42.837,10;109;257,2;364,6;1.782,60;0;0;727,1;137.371,80;842,1;4.429,10;0;0;106.856,60;0;187,1;189,8
28870;216,9;133,8;42.795,30;108,8;256,8;367,8;1.782,00;0;0;718,1;135.122,40;825,5;4.374,70;0;0;106.819,80;0;187,3;189,8
28871;220,7;135,6;43.225,90;110,2;260,9;367,7;1.796,50;0;0;724;136.222,90;832,3;4.410,40;0;0;107.689,80;0;189,3;191,9
28872;227,3;139,2;44.349,70;113,3;267,6;376,2;1.842,10;0;0;742,3;139.676,20;853,4;4.522,20;0;0;110.419,80;0;196;197,1
28873;231,8;141,7;44.823,40;115,3;270,8;379,1;1.861,70;0;0;750,3;141.168,10;862,5;4.570,50;0;0;111.599,20;0;197,1;199
28874;230,6;141,1;46.908,80;115,1;280,9;396,1;1.940,80;0;0;782,1;147.159,40;899,1;4.764,40;0;0;116.335,50;0;206,5;207,6
28877;235;144;46.387,40;117,6;278,3;393,5;1.886,90;0;0;781,1;146.492,80;898,4;4.746,60;0;0;115.493,30;0;203,5;205,7
28878;230;141,1;45.633,10;115,2;273,3;386,8;1.895,40;0;0;768,4;144.110,70;883,8;4.669,50;0;0;113.615,30;0;200,7;202
28879;236,1;144,7;46.372,40;118,1;278,9;392,8;1.926,10;0;0;780,9;146.445,40;898,1;4.745,10;0;0;115.456,00;0;203,9;205,6
28880;233,9;144;46.890,30;117,3;280,1;397,2;1.937,80;0;0;785,6;147.335,80;903,6;4.774,00;0;0;116.157,90;0;205,2;206,5
28881;235,5;144,6;46.801,30;118;279,6;394,6;1.929,30;0;0;782,2;146.687,10;899,6;4.752,90;0;0;115.646,50;0;204,3;206
28884;235,2;145,3;46.917,30;117,9;279,3;395,3;1.887,00;0;0;780;146.264,70;896,1;4.721,90;0;0;115.498,50;0;203,1;206
28885;233,5;144,1;46.907,20;116,9;278,5;394,2;1.921,60;0;0;777,9;145.868,40;893,7;4.709,10;0;0;115.185,50;0;203,1;205,6
28886;233,7;144,8;45.160,30;117,4;267,1;379,3;1.840,80;0;0;745,2;139.739,30;856,1;4.511,30;0;0;108.235,80;0;194,5;197,2
28887;229,4;142,9;47.160,50;115,8;279,2;397,1;1.927,10;0;0;780,1;146.291,20;896,3;4.722,80;0;0;113.310,70;0;202,3;205,8
28888;230,3;143,5;46.328,30;116,3;275,5;393;1.907,40;0;0;772,1;144.790,60;887,1;4.674,30;0;0;112.148,30;0;199,4;203,5
28891;243,1;150,3;47.766,00;122,2;285,8;403,9;1.971,90;0;0;800,5;149.178,80;909,7;4.797,30;0;0;115.919,10;0;207;210,9
28892;244,5;150,8;48.317,70;122,6;289,7;408,7;1.996,80;0;0;810,8;151.091,60;921,4;4.858,80;0;0;117.405,40;0;211;214
28893;251,6;153,7;48.835,70;124,9;296,9;412,3;2.031,00;0;0;824,6;153.677,80;937,2;4.942,00;0;0;119.415,10;0;215,6;218,4
28894;250,5;153,5;50.293,30;124,9;303,3;420,6;2.081,00;0;0;845;157.467,50;960,3;5.063,90;0;0;122.359,80;0;217,6;223,1
28895;246,8;151,3;48.548,60;123,3;291,4;405,7;2.000,90;0;0;812,6;151.432,50;923,5;4.869,80;0;0;117.670,30;0;208,8;214,7
28898;244,3;150;49.820,40;121,9;298;415,4;2.046,40;0;0;840,7;156.000,00;961,5;5.036,80;0;0;120.300,10;0;214,3;220
28899;240,6;148,1;48.714,80;120,1;291;406,5;2.000,60;0;0;822,1;152.538,20;940,2;4.925,10;0;0;117.630,50;0;208,7;214,4
28900;240,7;148,3;47.638,50;120;283,2;397,9;1.946,70;0;0;799,9;148.426,10;914,9;4.792,30;0;0;114.459,40;0;202,6;209,9
28901;247,8;152,4;49.146,70;123,6;292,6;408;2.008,30;0;0;825,2;153.125,00;943,8;4.944,00;0;0;118.083,00;0;209,8;216,4
28902;247,1;152,2;49.351,90;123,3;293,5;411,9;2.016,70;0;0;828,7;153.764,40;947,8;4.964,70;0;0;118.576,00;0;210;217,2
28905;248,1;152,8;50.094,50;123,9;298,3;417,5;2.047,40;0;0;839,9;156.000,10;959,5;5.087,30;0;0;120.360,20;0;213,6;220,5
28906;247;152,2;49.921,70;123,2;296,4;414,5;2.032,40;0;0;833,9;154.884,10;952,7;5.050,90;0;0;119.499,20;0;210;219,3
28907;250,8;154,6;50.398,60;124,9;297,8;417,1;2.039,20;0;0;836,7;155.400,90;955,8;5.067,80;0;0;119.897,90;0;211;220,5
28908;252,4;155,4;50.607,40;125,6;300,2;420,5;2.052,70;0;0;842,2;156.429,90;962,2;5.101,40;0;0;120.691,80;0;212,6;222,3
28909;251;154,4;50.405,40;124,8;299,4;418;2.042,00;0;0;837,8;155.613,40;957,1;5.074,70;0;0;120.061,90;0;211,7;221,3
28912;248,6;152,7;50.592,60;123;299,7;416,8;2.034,50;0;0;837,2;156.436,90;957,4;5.042,20;0;0;119.622,70;0;211,5;221,7
28913;247,9;152,5;50.111,40;122,6;296,3;412,9;2.012,70;0;0;828,3;154.759,60;947,1;4.988,20;0;0;118.340,20;0;210,3;219,5
28914;251,3;154,6;50.209,10;124,2;295,5;413,6;2.011,70;0;0;827,8;154.683,10;946,6;4.985,70;0;0;119.929,30;0;209,4;219,6
28915;248,8;153,3;50.821,00;123;295,7;417,7;2.023,90;0;0;832,9;155.619,50;952,4;5.015,90;0;0;120.655,20;0;210,2;221,2
28916;248;152,8;50.920,80;122,7;295;417,3;2.020,50;0;0;831,5;155.360,10;950,8;5.007,50;0;0;120.454,20;0;210;221,3
28919;238,2;147;49.760,50;117,8;287,5;407,9;1.972,10;0;0;813,9;151.749,80;929,2;4.898,60;0;0;117.567,50;0;204,8;216
28920;239,8;147,9;48.982,70;118,4;283,9;401,2;1.941,20;0;0;801,2;149.377,60;914,7;4.822,00;0;0;115.729,60;0;202;212,9
28921;242,3;149,1;49.423,00;119,1;286,7;403,8;1.954,00;0;0;806,5;150.357,70;920,7;4.853,70;0;0;116.489,00;0;204;214,9
28922;239,2;147,1;48.791,80;117,1;281,9;397,9;1.919,80;0;0;792,4;147.726,40;904,6;4.768,70;0;0;114.450,40;0;201;212,2
28923;241;148,4;49.315,20;118,2;284,1;401,7;1.938,10;0;0;799,9;149.132,50;913,2;4.814,10;0;0;115.539,80;0;202,7;213,8
28926;240;148;49.652,40;117,6;283,9;403,5;1.939,70;0;0;806,5;150.625,10;924,6;4.867,20;0;0;115.638,20;0;203;214,5
28927;239,1;147,8;50.063,30;117,2;280,6;403,2;1.963,40;0;0;801,7;149.735,20;919,1;4.838,50;0;0;114.954,90;0;202,2;214,2
28928;239,5;147,8;49.758,40;117,6;281,1;402,8;1.969,90;0;0;804,4;150.232,00;922,2;4.854,50;0;0;115.336,30;0;202,3;214,3
28929;240,1;148,2;49.673,70;117,9;281,4;403,4;1.970,10;0;0;804,4;150.243,20;922,2;4.854,90;0;0;115.344,90;0;202,1;214,1
28930;244;150,8;49.687,00;120,2;280,8;403,1;1.972,90;0;0;805,6;150.461,70;923,6;4.862,00;0;0;115.512,70;0;202,3;214
28933;242,3;149,7;50.584,70;119,7;284,6;410,9;2.016,90;0;0;821,2;152.500,40;938,1;4.947,80;0;0;118.090,20;0;206,3;217,8
28934;242,1;149,4;50.126,50;119,1;283;407,5;1.991,60;0;0;810,8;150.580,70;926,3;4.885,50;0;0;116.603,60;0;204,1;216
28935;239,9;148,3;49.778,10;118,1;280,2;407;1.977,70;0;0;805,2;149.534,20;919,9;4.851,60;0;0;115.793,20;0;203,4;215
28936;242,9;149,9;49.959,60;119,4;283,7;410,3;1.998,00;0;0;813,5;151.066,30;929,3;4.901,30;0;0;116.979,60;0;205;216,9
28937;242,5;149,7;49.816,20;119;282,7;409,1;1.987,50;0;0;809,2;150.273,20;924,4;4.875,60;0;0;116.365,50;0;204;215,8
28940;245,3;151;50.353,10;119,4;285,2;411;1.989,90;0;0;817,3;152.687,70;933,9;4.937,20;0;0;116.508,10;0;205,5;217,5
28941;244,4;150,7;51.005,20;119;287,9;415,3;2.006,20;0;0;824;153.937,70;941,5;4.977,60;0;0;117.461,90;0;208,4;219,9
28942;244,4;150,7;50.684,10;119,3;283,7;410,5;1.988,90;0;0;816,9;152.609,90;933,4;4.934,60;0;0;116.448,70;0;206,3;218,1
28943;241,5;149,1;50.335,80;117,5;281,1;408,5;1.966,00;0;0;807,5;150.853,30;922,7;4.877,80;0;0;115.108,30;0;203,9;215,8
28944;240,1;148;50.274,30;116,2;278,2;406,2;1.940,20;0;0;796,7;148.844,20;910,4;4.812,90;0;0;116.123,60;0;202,4;214,6
28947;239,7;148,5;50.844,10;115,9;277,6;409,2;1.948,10;0;0;807,9;150.001,60;922,9;4.849,60;0;0;116.233,10;0;203,1;215,2
28948;240;148,8;51.208,10;116,2;278,1;409;1.942,60;0;0;808,2;150.047,90;923,1;4.851,10;0;0;116.269,00;0;202,9;215,6
28949;239,8;148,5;51.481,10;116;277;409,2;1.940,80;0;0;807,5;149.912,80;922,3;4.846,80;0;0;116.164,30;0;202,7;215,7
28950;240,7;149,1;51.850,40;116;277;411,9;1.939,50;0;0;806,9;149.806,90;921,7;4.843,30;0;0;116.082,20;0;202,9;216,3
28951;239,8;148,5;51.488,40;114,9;275,8;410;1.922,70;0;0;799,9;148.511,80;913,7;4.801,50;0;0;115.078,70;0;203,4;216,1
28954;240,2;149,9;51.461,30;114,7;276,3;414,6;1.957,60;0;0;808;150.000,10;919,2;4.835,30;0;0;114.762,10;0;203,1;215,6
28955;239,8;149,3;50.895,10;114,1;274,8;411,8;1.946,30;0;0;803,6;149.180,20;914,2;4.808,80;0;0;114.134,80;0;202,6;215,6
28956;238,4;148,3;50.867,50;114,2;274,3;410,2;1.956,20;0;0;807,7;149.938,70;918,8;4.833,30;0;0;114.715,20;0;203,4;216
28957;234;145,9;50.311,20;112,4;267,7;403,4;1.917,60;0;0;824,3;146.059,80;900,7;4.740,50;0;0;112.447,70;0;198,5;211,2
28958;234;145,9;50.311,20;112,4;267,7;403,4;1.917,60;0;0;824,3;146.059,80;900,7;4.740,50;0;0;112.447,70;0;198,5;211,2
28961;234;145,9;50.311,20;112,4;267,7;403,4;1.917,60;0;0;824,3;146.059,80;898,4;4.740,50;0;0;112.447,70;0;198,5;211,2
28962;231,9;144,8;50.326,70;111,2;264,9;399,2;1.897,50;0;0;815,7;144.532,00;889;4.691,00;0;0;111.271,50;0;196,4;209,3
28963;233,2;145,4;50.551,00;112,5;267,4;402,7;1.931,50;0;0;830,3;147.125,40;905;4.775,10;0;0;113.268,10;0;199,3;211,9
28964;240,9;149,9;52.131,70;115,9;275,6;413,5;1.980,30;0;0;851,3;150.839,70;927,8;4.895,70;0;0;116.127,60;0;204,7;217,5
28965;236,4;147,7;51.974,40;114,3;271,2;410,4;1.965,60;0;0;844,9;149.718,50;920,9;4.859,30;0;0;115.264,50;0;201,7;215,3
28968;236,9;147,8;51.665,50;114,5;270,3;407,1;1.953,90;0;0;799,9;147.936,10;908,6;4.785,20;0;0;114.579,40;0;200,8;213,8
28969;239,7;149,3;52.353,10;115,9;273,7;412,1;1.982,10;0;0;811,4;150.071,20;921,7;4.854,30;0;0;116.233,10;0;203,1;217
28970;241,8;150,4;52.722,50;118,4;275,5;414,5;2.020,70;0;0;827,2;152.995,70;939,7;4.948,90;0;0;118.498,20;0;205,9;219,1
28971;242,2;150,7;52.836,40;118,6;277,5;414,5;2.025,10;0;0;829;153.326,30;941,7;4.959,60;0;0;118.754,20;0;205,7;219,1
28972;243,7;151,2;53.323,20;118,6;277,2;416,3;2.016,60;0;0;825,5;152.682,60;937,7;4.938,70;0;0;118.255,70;0;205,2;219,9
28975;245,3;152,8;54.144,60;118,8;278,5;420;2.013,10;0;0;819,4;152.453,60;930,2;4.891,00;0;0;117.423,30;0;206,9;221,1
28976;247,3;152,8;54.994,60;119,6;281,6;423,9;2.044,70;0;0;832,3;154.846,90;944,8;4.967,80;0;0;119.266,60;0;209;223,9
28977;246,3;153,2;55.508,90;119,1;281,5;425,1;2.036,10;0;0;828,8;154.196,50;940,9;4.946,90;0;0;118.765,70;0;209,3;224,3
28978;246,5;153,3;55.244,10;118,7;281,3;423,5;2.019,60;0;0;822,2;152.968,10;933,4;4.907,50;0;0;117.819,50;0;208,5;223,3
28979;248,5;154,5;54.691,30;119,6;284,4;426,3;2.034,50;0;0;838,8;154.750,10;940,1;5.002,40;0;0;118.673,50;0;209,1;224,3
28982;248,5;154,5;54.691,30;119,6;284,4;426,3;2.034,50;0;0;838,8;154.750,10;940,1;5.002,40;0;0;118.673,50;0;209,1;224,3
28983;249;154,8;56.574,90;120,4;289,4;429;2.066,00;0;0;852;157.169,30;954,8;5.080,60;0;0;120.528,70;0;211,2;225,5
28984;248;154,1;52.685,40;119,9;286,5;423,5;2.039,60;0;0;841,1;155.159,10;942,6;5.015,60;0;0;118.987,20;0;208,5;221,9
28985;252,3;157,1;53.975,20;123,1;291,7;432,3;2.096,60;0;0;864,6;159.500,10;969;5.155,90;0;0;122.316,10;0;214,3;227,2
28986;251,5;156,7;54.147,00;123,1;291,7;433,4;2.103,30;0;0;867,3;160.007,70;972,1;5.172,30;0;0;122.705,40;0;213,8;227,9
28989;251;156,4;53.537,50;122,8;291,4;431,1;2.090,00;0;0;843,2;156.687,50;961,6;5.089,40;0;0;122.158,00;0;212,8;225,8
28990;255,5;159,6;54.229,80;123,9;294,1;437,9;2.066,60;0;0;844,5;156.916,40;963;5.096,90;0;0;122.336,40;0;213,1;227,7
28991;256,5;160,1;54.923,00;124,5;296,1;442,7;2.090,70;0;0;854,3;158.742,20;974,2;5.156,20;0;0;123.759,90;0;216,2;230,6
28992;256,8;160,7;55.795,90;124,9;297,6;446,5;2.107,20;0;0;861,1;159.998,30;981,9;5.197,00;0;0;124.739,10;0;217,5;232,7
28993;256,4;161,1;56.328,20;125,2;297,2;448,2;2.115,50;0;0;864,4;160.623,30;985,7;5.217,30;0;0;125.226,40;0;216,9;233,1
28996;262;164,9;57.123,70;128,2;302,2;454,7;2.148,90;0;0;885,1;163.164,90;1.000,10;5.288,30;0;0;127.208,00;0;220,3;236,1
28997;265,4;166,8;58.180,60;129,8;307,2;461,2;2.181,40;0;0;898,5;165.628,40;1.015,20;5.368,20;0;0;129.128,60;0;223;239,9
28998;264,2;165,9;57.750,80;128,4;304,4;457,1;2.154,50;0;0;887,4;163.584,70;1.002,60;5.301,90;0;0;127.535,20;0;221,5;238,5
28999;263,8;165,4;57.519,30;128,5;303,9;456,1;2.155,40;0;0;887,8;163.654,50;1.003,10;5.304,20;0;0;127.589,70;0;221,2;238,3
29000;270,6;170;59.393,00;131,9;313;469,5;2.215,70;0;0;917,9;168.828,90;1.031,20;5.469,20;0;0;131.161,70;0;227,8;244,8
29003;270,6;170;59.393,00;131,9;313;469,5;2.215,70;0;0;917,9;168.828,90;1.031,20;5.469,20;0;0;131.161,70;0;227,8;244,8
29004;273,8;172,2;61.318,30;133,2;319,8;480,9;2.260,00;0;0;936,2;172.201,60;1.051,80;5.578,40;0;0;133.781,90;0;232,3;250
29005;270,3;169,7;60.036,90;131,3;316,3;472,9;2.228,60;0;0;923,2;169.812,00;1.037,20;5.501,00;0;0;131.925,50;0;230,1;247,2
29006;274,6;172;61.057,10;132,7;321,6;478;2.253,40;0;0;933,3;171.656,10;1.048,40;5.560,80;0;0;133.889,60;0;233,7;250,7
29007;275,1;172,7;61.222,20;132,6;322,7;479,8;2.244,70;0;0;929,7;170.995,30;1.044,40;5.539,30;0;0;133.374,10;0;233,2;250
29010;272,9;171;60.143,80;131,3;321,6;472,9;2.215,50;0;0;929,6;170.917,70;1.049,50;5.525,20;0;0;131.670,30;0;231,2;247,1
29011;274,8;172,3;60.913,30;132,1;323,9;478,6;2.231,00;0;0;935,9;172.068,40;1.056,50;5.562,40;0;0;132.556,70;0;232,7;249,4
29012;280;175,7;61.851,50;135;329,5;487,4;2.277,70;0;0;955,5;175.674,50;1.078,70;5.679,00;0;0;135.334,80;0;236,9;254
29013;276,1;173,2;61.289,20;133,7;329,1;483,1;2.275,70;0;0;954,7;175.517,50;1.077,70;5.673,90;0;0;135.213,90;0;236;252,7
29014;280;175,5;60.878,70;135,7;325,9;480,4;2.263,00;0;0;949,3;174.534,70;1.071,70;5.642,10;0;0;134.456,80;0;234,6;251
29017;282,4;177;61.768,20;136,5;331,8;489,4;2.297,90;0;0;956,9;176.500,10;1.081,10;5.682,70;0;0;136.496,60;0;238,2;254,7
29018;277,8;174;61.274,00;132,8;327,6;483,1;2.244,20;0;0;934,8;172.420,70;1.056,10;5.551,30;0;0;133.341,80;0;234,6;251,2
29019;276,6;173,1;60.790,60;131,5;323,4;477,7;2.208,50;0;0;919,9;169.675,60;1.039,30;5.463,00;0;0;131.218,90;0;232,9;249,6
29020;279;174,5;61.359,20;133,1;326,9;481,6;2.238,80;0;0;932,5;172.005,20;1.053,60;5.538,00;0;0;133.020,50;0;234,8;251,7
29021;280;174,1;61.190,10;132,9;327,2;474,3;2.257,80;0;0;929,5;171.438,30;1.050,10;5.519,70;0;0;132.582,10;0;234,7;251,5
29024;278;172,8;61.551,70;132;328;478,6;2.263,10;0;0;950,5;174.950,30;1.074,20;5.650,00;0;0;132.933,50;0;236;252,3
29025;280,3;173;61.040,10;132;328,6;469,7;2.238,90;0;0;940,1;173.029,10;1.062,40;5.588,00;0;0;131.473,70;0;233,4;249,6
29026;281,4;173,1;61.423,70;131,9;329,5;469,8;2.240,90;0;0;940,9;173.184,00;1.063,30;5.593,00;0;0;131.591,30;0;236,2;251,5
29027;282,3;173,5;61.430,40;131,9;329,8;466;2.232,80;0;0;937,5;172.555,90;1.059,50;5.572,70;0;0;131.114,10;0;237;252
29028;283,5;173,7;60.816,20;132,4;331,3;466,3;2.274,30;0;0;941,2;173.233,90;1.063,60;5.594,60;0;0;131.629,30;0;238,3;252,9
29031;283,9;172,9;60.879,60;131,5;332,8;467,8;2.275,70;0;0;959,3;173.414,70;1.091,10;5.692,60;0;0;131.766,60;0;240,5;253,9
29032;281,5;172,2;60.781,40;130,8;328,5;468,6;2.263,20;0;0;953,6;172.388,70;1.084,60;5.659,00;0;0;130.987,10;0;237,8;251,1
29033;281,8;172,1;60.768,30;130,7;326,9;465,9;2.251,80;0;0;948,8;171.519,60;1.079,20;5.630,40;0;0;130.326,70;0;237,9;251,2
29034;275,9;168,4;60.922,40;127,2;328;465,6;2.240,70;0;0;944,2;170.673,40;1.073,80;5.602,70;0;0;129.683,70;0;238;250,7
29035;277,5;169;60.161,40;127,3;322,6;457,7;2.190,60;0;0;923;166.854,40;1.049,80;5.477,30;0;0;133.065,60;0;232,3;245,5
29038;282,5;172,3;61.572,10;129,1;329,9;467,4;2.252,70;0;0;943,9;176.657,20;1.071,60;5.671,10;0;0;135.330,20;0;238,9;252,1
29039;281,4;171,4;61.559,80;127,7;328,4;467,2;2.210,00;0;0;936,4;175.245,60;1.063,00;5.625,80;0;0;134.248,90;0;236,7;251
29040;283,5;172,1;61.420,90;127,4;329,2;467,8;2.199,30;0;0;931,8;174.397,20;1.057,80;5.598,50;0;0;133.599,00;0;240;252,2
29041;288,3;174,7;62.193,30;129,3;333,9;473,1;2.221,20;0;0;941,1;176.134,10;1.068,40;5.654,30;0;0;134.929,50;0;244,3;255,2
29042;290,3;176,5;63.156,60;130,7;336,3;482,3;2.258,00;0;0;956,7;179.047,00;1.086,00;5.747,80;0;0;137.161,00;0;245,7;258,4
29045;287,9;175,5;63.193,00;130,7;335,6;483,7;2.328,70;0;0;977,9;181.342,10;1.107,00;5.871,20;0;0;138.313,40;0;245,8;258,2
29046;290,5;176,6;63.110,60;130,7;336,1;482,3;2.307,20;0;0;968,5;179.607,40;1.096,40;5.815,10;0;0;136.990,30;0;244,7;257,5
29047;290,3;175,8;63.196,60;130;336,9;481,3;2.300,80;0;0;965,9;179.111,20;1.093,40;5.799,00;0;0;136.611,80;0;245,8;258,6
29048;290,8;176,1;63.164,40;130,5;336,9;481,2;2.306,80;0;0;968,4;179.574,90;1.096,20;5.814,00;0;0;136.965,50;0;246;258,7
29049;287,5;174,1;62.730,70;129;335,2;476,5;2.288,60;0;0;960,7;178.157,80;1.087,60;5.768,10;0;0;135.884,70;0;243;255,5
29052;292,8;176,9;63.167,00;130,6;337,7;479,6;2.297,40;0;0;973,5;182.092,50;1.100,90;5.848,80;0;0;136.407,40;0;246;258,2
29053;296,3;178,2;64.137,30;130,5;343,8;484,4;2.307,70;0;0;977,9;182.913,60;1.105,80;5.875,20;0;0;137.022,50;0;249,4;262,8
29054;302,2;181,1;64.895,20;132,7;353,6;495,2;2.358,60;0;0;999,1;186.882,00;1.129,80;6.002,60;0;0;139.995,30;0;256,8;268,9
29055;299,2;179,5;64.755,70;130,4;349,5;490,6;2.344,40;0;0;979,8;183.278,20;1.108,00;5.886,90;0;0;137.295,60;0;251,8;265,5
29056;298,8;180,5;64.874,20;131,4;347,5;491,2;2.353,50;0;0;983,6;183.985,40;1.112,30;5.909,60;0;0;137.825,40;0;252,1;265
29059;304,9;183,3;65.495,30;132,5;352,9;495,3;2.365,20;0;0;1.015,70;189.692,30;1.149,00;6.068,00;0;0;138.444,30;0;254,1;268
29060;305,3;183,3;65.716,20;131,3;357;501;2.362,50;0;0;1.015,10;189.568,60;1.148,20;6.064,10;0;0;138.354,00;0;257,1;269,7
29061;303,4;182,7;65.194,30;130,7;353,1;497,3;2.339,00;0;0;1.005,00;187.686,40;1.136,80;6.003,90;0;0;136.980,30;0;253,9;266,9
29062;305,2;183,9;65.100,50;131;354,3;498,2;2.331,00;0;0;1.001,60;187.042,00;1.132,90;5.983,30;0;0;136.510,00;0;254,1;267
29063;305,8;184,6;65.782,60;132,3;357,4;502,6;2.367,30;0;0;1.017,10;189.950,40;1.150,50;6.076,30;0;0;138.632,60;0;256,6;269,9
29066;301,4;182,4;66.160,20;130,3;355,6;505,3;2.359,40;0;0;1.025,70;190.251,60;1.158,60;6.161,80;0;0;138.179,80;0;255,9;269,4
29067;296,5;179,7;63.972,90;131,9;345,2;490,6;2.354,10;0;0;1.023,30;189.817,00;1.156,00;6.147,70;0;0;145.048,80;0;248,8;262,8
29068;290,1;175,6;62.918,90;127,8;341;482,7;2.297,70;0;0;998,8;185.263,00;1.128,20;6.000,20;0;0;141.568,90;0;243;257,6
29069;291,5;176,3;63.431,70;128,5;344,5;485,8;2.315,20;0;0;1.006,40;186.677,70;1.136,90;6.046,00;0;0;142.649,90;0;245,5;258,8
29070;286,5;173,6;62.575,10;126,2;338,7;478,9;2.278,10;0;0;990,3;183.689,20;1.118,70;5.949,20;0;0;140.366,30;0;244,3;255,3
29073;282,7;171,1;62.104,30;126,3;337,2;475,6;2.298,30;0;0;998,5;185.223,50;1.102,40;5.998,90;0;0;141.538,70;0;244,1;255
29074;285,1;172,7;61.136,20;128,5;331,2;468,7;2.282,60;0;0;992,2;184.045,40;1.095,40;5.960,80;0;0;140.638,50;0;237,9;249,6
29075;289;175;62.137,00;130,4;336;476,2;2.322,30;0;0;1.009,50;187.253,20;1.114,50;6.064,70;0;0;143.089,70;0;240,7;254,3
29076;297,1;179,4;63.273,30;132,9;343,4;483,5;2.346,50;0;0;1.020,00;189.197,80;1.126,00;6.127,70;0;0;144.575,70;0;245,2;257,6
29077;303,8;183,5;65.453,40;135,2;355,2;498,8;2.416,10;0;0;1.050,20;194.809,90;1.159,40;6.309,40;0;0;148.864,20;0;253,2;268,2
29080;298,8;180,6;65.892,90;133,6;356,4;502,5;2.437,20;0;0;1.029,50;190.062,60;1.162,80;6.222,10;0;0;150.173,00;0;255,3;269,3
29081;292;176,8;63.535,90;130,8;343,5;485,4;2.352,60;0;0;993,7;183.453,30;1.122,40;6.005,70;0;0;144.950,80;0;244,4;259,7
29082;301,9;182,8;65.116,20;135,2;351,8;498,2;2.409,80;0;0;1.017,90;187.919,30;1.149,70;6.151,90;0;0;148.479,50;0;251,9;265,8
29083;297,9;180,3;64.350,70;134,1;347;491,1;2.391,40;0;0;1.010,10;186.480,20;1.140,90;6.104,80;0;0;147.342,50;0;249,4;264,1
29084;300,6;182;64.911,40;135,5;349,3;495,6;2.413,50;0;0;1.019,50;188.202,60;1.151,40;6.161,20;0;0;148.703,40;0;249,5;264,8
29087;298,8;180,9;65.015,90;134,5;349,7;496,7;2.412,20;0;0;1.019,00;188.115,40;1.128,00;6.158,30;0;0;148.634,40;0;249;265,5
29088;300,5;182;65.064,10;135,9;348;495,6;2.421,60;0;0;1.022,90;188.841,20;1.132,40;6.182,10;0;0;149.207,90;0;250,7;265,2
29089;311;188,2;68.363,00;140,2;363,2;516,7;2.516,30;0;0;1.062,90;196.223,40;1.176,60;6.423,80;0;0;155.040,80;0;260,7;276,5
29090;310,1;187,5;67.814,10;139,4;360,6;512,9;2.494,20;0;0;1.053,60;194.500,30;1.166,30;6.367,40;0;0;153.679,30;0;259,4;274,7
29091;314,8;190,3;69.005,80;140,9;367,1;520,6;2.524,90;0;0;1.051,10;196.687,90;1.180,70;6.418,00;0;0;155.581,40;0;261,8;279,1
29094;314,8;190,3;69.005,80;140,9;367,1;520,6;2.524,90;0;0;1.051,10;196.687,90;1.187,80;6.418,00;0;0;155.581,40;0;261,8;279,1
29095;316,8;191,7;69.720,10;140,8;369,3;524,7;2.519,10;0;0;1.048,60;196.219,80;1.185,00;6.402,70;0;0;155.211,20;0;264,1;280,7
29096;315,2;190,7;69.669,40;139,9;368,3;522,2;2.497,10;0;0;1.039,50;194.508,60;1.174,60;6.346,90;0;0;153.857,60;0;262,1;279,1
29097;319,2;193,3;70.216,90;142,1;373,3;528,8;2.542,20;0;0;1.058,20;198.017,20;1.195,80;6.461,40;0;0;156.632,90;0;266,4;282,9
29098;315,1;190,4;69.957,50;139,9;370,4;526,4;2.527,70;0;0;1.052,20;196.888,00;1.189,00;6.424,50;0;0;153.643,90;0;265,4;281,6
29101;322,9;195,2;70.663,60;143,6;372,2;529,4;2.545,30;0;0;1.072,40;199.562,50;1.210,20;6.482,60;0;0;154.726,90;0;267;283,5
29102;325;196,3;71.652,30;145,2;378,4;536,7;2.594,10;0;0;1.092,90;203.376,80;1.233,30;6.606,50;0;0;157.684,20;0;270,3;287,3
